ID,Sale Date,ISBN,Discount,ItemID,OrderID
54733,12/21/2193,989-28-79-13801-1,,107373-65-4792,107373-48369
54734,12/21/2193,989-28-79-23023-4,,107373-79-3338,107373-48370
54735,12/21/2193,989-28-79-74374-1,,107373-47-2301,107373-48371
54736,12/21/2193,989-28-79-74374-1,,107373-86-5732,107373-48372
54737,12/21/2193,989-28-79-74374-1,,107373-9-1010,107373-48373
54738,12/21/2193,989-28-79-26824-4,,107373-77-508,107373-48374
54739,12/21/2193,989-28-79-55752-2,,107373-96-1535,107373-48375
54740,12/21/2193,989-28-79-26824-4,,107373-95-2647,107373-48376
54741,12/21/2193,989-28-79-26824-4,,107373-64-633,107373-48377
54742,12/21/2193,989-28-79-71565-6,,107373-5-478,107373-48378
54743,12/21/2193,989-28-79-13801-1,,107373-93-9376,107373-48379
54744,12/21/2193,989-28-79-55824-6,,107373-8-8769,107373-48380
54745,12/21/2193,989-28-79-68089-3,0.05,107373-97-7719,107373-48381
54746,12/21/2193,989-28-79-71565-6,,107373-4-7689,107373-48382
54747,12/21/2193,989-28-79-23023-4,,107373-78-923,107373-48383
54748,12/21/2193,989-28-79-40897-8,,107373-82-44,107373-48384
54749,12/21/2193,989-28-79-68089-3,0.05,107373-83-5552,107373-48385
54750,12/21/2193,989-28-79-23023-4,,107373-90-4822,107373-48386
54751,12/21/2193,989-28-79-74374-1,,107373-1-4167,107373-48387
54752,12/21/2193,989-28-79-71565-6,,107373-98-1000,107373-48388
54753,12/21/2193,989-28-79-13801-1,,107373-53-4466,107373-48389
54754,12/21/2193,989-28-79-74374-1,,107373-95-5019,107373-48390
54755,12/21/2193,989-28-79-68089-3,0.05,107373-10-2038,107373-48391
54756,12/21/2193,989-28-79-55824-6,,107373-29-6324,107373-48392
54757,12/21/2193,989-28-79-40897-8,,107373-83-6538,107373-48393
54758,12/21/2193,989-28-79-91028-0,,107373-57-8169,107373-48394
54759,12/21/2193,989-28-79-71565-6,,107373-86-8372,107373-48395
54760,12/21/2193,989-28-79-91028-0,,107373-90-9425,107373-48396
54761,12/21/2193,989-28-79-23023-4,,107373-19-5409,107373-48397
54762,12/21/2193,989-28-79-13801-1,,107373-27-7897,107373-48398
54763,12/21/2193,989-28-79-13801-1,,107373-59-6298,107373-48399
54764,12/21/2193,989-28-79-26824-4,,107373-20-9694,107373-48400
54765,12/21/2193,989-28-79-68089-3,0.05,107373-6-7674,107373-48402
54766,12/21/2193,989-28-79-74374-1,,107373-18-4664,107373-48403
54767,12/21/2193,989-28-79-40897-8,,107373-35-3710,107373-48404
54768,12/21/2193,989-28-79-74374-1,0.13,107373-42-8159,107373-48405
54769,12/21/2193,989-28-79-13801-1,,107373-47-8246,107373-48406
54770,12/21/2193,989-28-79-55752-2,,107373-10-8911,107373-48407
54771,12/21/2193,989-28-79-68089-3,0.05,107373-42-2927,107373-48409
54772,12/21/2193,989-28-79-68089-3,0.05,107373-21-1401,107373-48410
54773,12/21/2193,989-28-79-13801-1,,107373-26-2127,107373-48411
54774,12/21/2193,989-28-79-26824-4,,107373-29-7281,107373-48412
54775,12/21/2193,989-28-79-26824-4,,107373-52-6037,107373-48413
54776,12/21/2193,989-28-79-74374-1,,107373-61-936,107373-48414
54777,12/21/2193,989-28-79-55824-6,,107373-74-8101,107373-48415
54778,12/21/2193,989-28-3705-492-6,,107373-89-796,107373-48416
54779,12/21/2193,989-28-3705-492-6,,107373-49-2077,107373-48417
54780,12/21/2193,989-28-3705-222-9,,107373-57-7641,107373-48418
54781,12/21/2193,989-28-3705-492-6,,107373-80-7557,107373-48419
54782,12/21/2193,989-28-3705-492-6,,107373-47-4923,107373-48420
54783,12/21/2193,989-28-3705-222-9,,107373-78-882,107373-48421
54784,12/21/2193,989-28-3705-222-9,,107373-19-6486,107373-48422
54785,12/21/2193,989-28-3705-222-9,,107373-77-7622,107373-48423
54786,12/21/2193,989-28-3705-222-9,,107373-43-898,107373-48424
54787,12/21/2193,989-28-3705-492-6,,107373-78-7006,107373-48425
54788,12/21/2193,989-28-3705-492-6,,107373-21-1390,107373-48426
54789,12/21/2193,989-28-79-03683-6,,107373-87-732,107373-48427
54790,12/21/2193,989-28-3705-492-6,,107373-15-7884,107373-48428
54791,12/21/2193,989-28-3705-222-9,,107373-78-1931,107373-48429
54792,12/21/2193,989-28-79-14379-4,,107373-66-9251,107373-48430
54793,12/21/2193,989-28-3705-222-9,,107373-22-7701,107373-48431
54794,12/21/2193,989-28-3705-222-9,,107373-8-3741,107373-48432
54795,12/21/2193,989-28-79-23015-9,,107373-82-7191,107373-48433
54796,12/21/2193,989-28-3705-222-9,,107373-4-2583,107373-48434
54797,12/21/2193,989-28-3705-222-9,,107373-77-4996,107373-48435
54798,12/21/2193,989-28-79-03683-6,,107373-92-8901,107373-48436
54799,12/21/2193,989-28-3705-492-6,,107373-10-9444,107373-48437
54800,12/21/2193,989-28-3705-222-9,,107373-24-5667,107373-48438
54801,12/21/2193,989-28-3705-222-9,0.13,107373-42-9674,107373-48439
54802,12/21/2193,989-28-3705-492-6,,107373-6-9178,107373-48440
54803,12/21/2193,989-28-3705-205-2,,107373-31-2539,107373-48441
54804,12/21/2193,989-28-3705-222-9,,107373-11-2681,107373-48442
54805,12/21/2193,989-28-3705-007-2,,107373-27-6382,107373-48443
54806,12/21/2193,989-28-3705-987-7,,107373-51-1026,107373-48443
54807,12/21/2193,989-28-79-82197-5,,107373-7-3978,107373-48444
54808,12/21/2193,989-28-79-45675-7,,107373-79-6045,107373-48444
54809,12/21/2193,989-28-79-27078-0,,107373-54-7334,107373-48445
54810,12/21/2193,989-28-79-45675-7,,107373-62-5245,107373-48445
54811,12/21/2193,989-28-79-04510-4,,107373-43-6330,107373-48446
54812,12/21/2193,989-28-79-27078-0,,107373-46-6406,107373-48446
54813,12/21/2193,989-28-79-69807-2,,107373-82-1220,107373-48447
54814,12/21/2193,989-28-79-82125-8,,107373-90-6770,107373-48447
54815,12/21/2193,989-28-79-05670-4,,107373-65-4510,107373-48448
54816,12/21/2193,989-28-79-69807-2,,107373-73-4718,107373-48448
54817,12/21/2193,989-28-79-82749-6,,107373-28-3006,107373-48449
54818,12/21/2193,989-28-79-13871-4,,107373-58-6789,107373-48449
54819,12/21/2193,989-28-654-8573-0,,107373-43-8332,107373-48450
54820,12/21/2193,989-28-229-6632-6,,107373-48-744,107373-48450
54821,12/21/2193,989-28-229-3157-7,0.1,107373-4-2032,107373-48451
54822,12/21/2193,989-28-229-6632-6,,107373-87-9650,107373-48451
54823,12/21/2193,989-28-229-9769-6,,107373-38-4481,107373-48452
54824,12/21/2193,989-28-229-5891-8,,107373-52-1609,107373-48452
54825,12/21/2193,989-28-79-91028-0,,107373-29-306,107373-48453
54826,12/21/2193,989-28-229-6632-6,,107373-70-6774,107373-48453
54827,12/21/2193,989-28-79-74374-1,,107373-79-3737,107373-48454
54828,12/21/2193,989-28-79-26824-4,,107373-96-5234,107373-48454
54829,12/21/2193,989-28-79-91028-0,,107373-19-2348,107373-48455
54830,12/21/2193,989-28-79-74374-1,,107373-80-3324,107373-48455
54831,12/21/2193,989-28-79-23023-4,,107373-18-2680,107373-48456
54832,12/21/2193,989-28-79-40897-8,,107373-49-5335,107373-48456
54833,12/21/2193,989-28-79-13801-1,,107373-62-315,107373-48457
54834,12/21/2193,989-28-79-74374-1,,107373-9-6213,107373-48457
54835,12/21/2193,989-28-79-13801-1,,107373-36-3434,107373-48458
54836,12/21/2193,989-28-79-51397-9,,107373-49-8685,107373-48458
54837,12/21/2193,989-28-79-40897-8,,107373-64-7458,107373-48459
54838,12/21/2193,989-28-79-40897-8,,107373-79-7700,107373-48459
54839,12/21/2193,989-28-79-13801-1,,107373-26-9775,107373-48460
54840,12/21/2193,989-28-79-23023-4,,107373-60-9245,107373-48460
54841,12/21/2193,989-28-79-40897-8,,107373-72-1704,107373-48461
54842,12/21/2193,989-28-79-74374-1,,107373-77-5887,107373-48461
54843,12/21/2193,989-28-79-23023-4,,107373-12-5056,107373-48462
54844,12/21/2193,989-28-79-23023-4,,107373-35-3247,107373-48462
54845,12/21/2193,989-28-79-91028-0,,107373-26-7021,107373-48463
54846,12/21/2193,989-28-79-36485-4,,107373-46-2537,107373-48463
54847,12/21/2193,989-28-79-23023-4,,107373-34-7084,107373-48464
54848,12/21/2193,989-28-79-23023-4,,107373-17-8150,107373-48465
54849,12/21/2193,989-28-79-91028-0,,107373-60-5571,107373-48465
54850,12/21/2193,989-28-79-23023-4,,107373-84-3158,107373-48466
54851,12/21/2193,989-28-3705-492-6,,107373-94-6221,107373-48466
54852,12/21/2193,989-28-3705-492-6,,107373-25-1567,107373-48467
54853,12/21/2193,989-28-79-03683-6,,107373-47-6170,107373-48467
54854,12/21/2193,989-28-3705-222-9,,107373-46-5226,107373-48468
54855,12/21/2193,989-28-3705-222-9,,107373-82-5795,107373-48468
54856,12/21/2193,989-28-3705-222-9,,107373-67-9983,107373-48469
54857,12/21/2193,989-28-79-23015-9,,107373-93-1073,107373-48469
54858,12/21/2193,989-28-3705-492-6,0.13,107373-42-2349,107373-48470
54859,12/21/2193,989-28-3705-492-6,,107373-48-1887,107373-48470
54860,12/21/2193,989-28-3705-987-7,,107373-38-1093,107373-48471
54861,12/21/2193,989-28-3705-987-7,,107373-69-5179,107373-48471
54862,12/21/2193,989-28-3705-152-9,,107373-96-2802,107373-48471
54863,12/21/2193,989-28-79-82197-5,,107373-39-8000,107373-48472
54864,12/21/2193,989-28-79-42728-3,,107373-5-1539,107373-48472
54865,12/21/2193,989-28-79-11297-4,,107373-58-7331,107373-48472
54866,12/21/2193,989-28-79-13871-4,,107373-30-1837,107373-48473
54867,12/21/2193,989-28-654-2017-5,,107373-71-4550,107373-48473
54868,12/21/2193,989-28-79-86624-2,,107373-77-3072,107373-48473
54869,12/21/2193,989-28-654-5771-3,0.15,107373-1-8242,107373-48474
54870,12/21/2193,989-28-654-5771-3,0.15,107373-1-8241,107373-48474
54871,12/21/2193,989-28-79-13871-4,,107373-91-6338,107373-48474
54872,12/21/2193,989-28-229-5891-8,,107373-1-1994,107373-48475
54873,12/21/2193,989-28-79-13801-1,,107373-25-9843,107373-48475
54874,12/21/2193,989-28-229-5891-8,,107373-36-9308,107373-48475
54875,12/21/2193,989-28-79-26824-4,,107373-10-3642,107373-48476
54876,12/21/2193,989-28-79-74374-1,,107373-26-9248,107373-48476
54877,12/21/2193,989-28-79-13801-1,,107373-67-7924,107373-48476
54878,12/21/2193,989-28-79-68089-3,0.05,107373-17-1116,107373-48477
54879,12/21/2193,989-28-3705-222-9,,107373-73-4428,107373-48477
54880,12/21/2193,989-28-79-03683-6,,107373-18-2018,107373-48478
54881,12/21/2193,989-28-3705-492-6,,107373-36-6594,107373-48478
54882,12/21/2193,989-28-79-14379-4,,107373-36-8950,107373-48478
54883,12/21/2193,989-28-79-82125-8,,107373-33-5347,107373-48479
54884,12/21/2193,989-28-79-11297-4,,107373-48-808,107373-48479
54885,12/21/2193,989-28-3705-222-9,,107373-49-4489,107373-48479
54886,12/21/2193,989-28-3705-649-4,,107373-91-1717,107373-48479
54887,12/21/2193,989-28-79-23023-4,,107373-12-4110,107373-48480
54888,12/21/2193,989-28-654-6507-7,,107373-3-3249,107373-48480
54889,12/21/2193,989-28-79-26824-4,,107373-73-5641,107373-48480
54890,12/21/2193,989-28-79-05670-4,,107373-87-3467,107373-48480
54891,12/22/2193,989-28-654-5771-3,0.15,107374-1-3714,107373-48599
54892,12/22/2193,989-28-654-5771-3,0.15,107374-1-3713,107373-48602
54893,12/22/2193,989-28-654-5771-3,0.15,107374-1-3712,107373-48603
54894,12/22/2193,989-28-3705-775-0,0.13,107374-42-7672,107374-48481
54895,12/22/2193,989-28-3705-007-2,,107374-45-3311,107374-48482
54896,12/22/2193,989-28-3705-649-4,,107374-91-4093,107374-48483
54897,12/22/2193,989-28-3705-007-2,,107374-19-3149,107374-48484
54898,12/22/2193,989-28-3705-007-2,,107374-91-1062,107374-48485
54899,12/22/2193,989-28-3705-649-4,,107374-5-2117,107374-48486
54900,12/22/2193,989-28-3705-007-2,,107374-87-5603,107374-48487
54901,12/22/2193,989-28-3705-007-2,,107374-69-5520,107374-48488
54902,12/22/2193,989-28-3705-987-7,,107374-49-8310,107374-48489
54903,12/22/2193,989-28-3705-987-7,,107374-79-5790,107374-48490
54904,12/22/2193,989-28-3705-649-4,,107374-19-2725,107374-48491
54905,12/22/2193,989-28-3705-592-3,,107374-85-9497,107374-48492
54906,12/22/2193,989-28-3705-136-9,,107374-21-6683,107374-48493
54907,12/22/2193,989-28-3705-007-2,,107374-79-2822,107374-48494
54908,12/22/2193,989-28-3705-007-2,,107374-2-9881,107374-48495
54909,12/22/2193,989-28-3705-987-7,,107374-4-243,107374-48496
54910,12/22/2193,989-28-3705-592-3,,107374-46-4782,107374-48497
54911,12/22/2193,989-28-3705-007-2,,107374-14-1789,107374-48498
54912,12/22/2193,989-28-3705-987-7,,107374-98-5700,107374-48499
54913,12/22/2193,989-28-3705-007-2,,107374-13-5029,107374-48500
54914,12/22/2193,989-28-3705-007-2,,107374-53-7467,107374-48501
54915,12/22/2193,989-28-3705-007-2,,107374-95-3569,107374-48502
54916,12/22/2193,989-28-3705-966-2,,107374-8-7036,107374-48503
54917,12/22/2193,989-28-3705-966-2,,107374-20-6176,107374-48504
54918,12/22/2193,989-28-3705-007-2,,107374-5-7962,107374-48505
54919,12/22/2193,989-28-3705-592-3,,107374-43-523,107374-48506
54920,12/22/2193,989-28-3705-007-2,,107374-44-8762,107374-48507
54921,12/22/2193,989-28-3705-054-6,,107374-30-2727,107374-48508
54922,12/22/2193,989-28-3705-007-2,,107374-92-1312,107374-48509
54923,12/22/2193,989-28-3705-987-7,,107374-13-3205,107374-48510
54924,12/22/2193,989-28-3705-987-7,,107374-20-638,107374-48511
54925,12/22/2193,989-28-3705-987-7,,107374-78-9388,107374-48512
54926,12/22/2193,989-28-79-32105-5,,107374-63-6343,107374-48513
54927,12/22/2193,989-28-79-21991-8,,107374-13-6627,107374-48514
54928,12/22/2193,989-28-79-61125-5,,107374-5-6099,107374-48515
54929,12/22/2193,989-28-79-11297-4,,107374-17-2720,107374-48516
54930,12/22/2193,989-28-79-45675-7,,107374-39-9025,107374-48517
54931,12/22/2193,989-28-79-32105-5,,107374-1-4600,107374-48518
54932,12/22/2193,989-28-79-16826-1,,107374-96-7146,107374-48519
54933,12/22/2193,989-28-79-32105-5,,107374-7-4118,107374-48520
54934,12/22/2193,989-28-79-82197-5,,107374-50-9258,107374-48521
54935,12/22/2193,989-28-79-45675-7,,107374-78-5777,107374-48522
54936,12/22/2193,989-28-79-45675-7,,107374-18-691,107374-48523
54937,12/22/2193,989-28-79-86624-2,,107374-32-2476,107374-48524
54938,12/22/2193,989-28-79-45675-7,,107374-52-8426,107374-48525
54939,12/22/2193,989-28-79-11297-4,,107374-26-7365,107374-48526
54940,12/22/2193,989-28-79-70597-8,,107374-66-658,107374-48527
54941,12/22/2193,989-28-79-22871-2,,107374-8-7723,107374-48528
54942,12/22/2193,989-28-79-18127-7,,107374-29-6412,107374-48529
54943,12/22/2193,989-28-79-45675-7,,107374-18-2078,107374-48530
54944,12/22/2193,989-28-79-61125-5,,107374-90-5356,107374-48531
54945,12/22/2193,989-28-79-32105-5,,107374-47-2164,107374-48532
54946,12/22/2193,989-28-79-86624-2,,107374-21-7301,107374-48533
54947,12/22/2193,989-28-79-01991-4,,107374-41-4328,107374-48534
54948,12/22/2193,989-28-79-11297-4,,107374-70-5501,107374-48535
54949,12/22/2193,989-28-79-01991-4,,107374-91-3249,107374-48536
54950,12/22/2193,989-28-79-01991-4,,107374-7-4094,107374-48537
54951,12/22/2193,989-28-79-18127-7,,107374-13-7629,107374-48538
54952,12/22/2193,989-28-79-45675-7,,107374-88-7752,107374-48539
54953,12/22/2193,989-28-79-01991-4,,107374-10-5961,107374-48540
54954,12/22/2193,989-28-79-01991-4,,107374-58-551,107374-48541
54955,12/22/2193,989-28-79-16826-1,,107374-48-4913,107374-48542
54956,12/22/2193,989-28-79-86624-2,,107374-53-7523,107374-48543
54957,12/22/2193,989-28-79-61125-5,,107374-35-82,107374-48544
54958,12/22/2193,989-28-79-22871-2,,107374-29-4545,107374-48545
54959,12/22/2193,989-28-79-04510-4,,107374-64-4376,107374-48546
54960,12/22/2193,989-28-654-5018-9,,107374-6-9338,107374-48547
54961,12/22/2193,989-28-654-5018-9,,107374-67-6927,107374-48548
54962,12/22/2193,989-28-654-0127-3,,107374-61-6086,107374-48549
54963,12/22/2193,989-28-79-05670-4,,107374-30-5084,107374-48550
54964,12/22/2193,989-28-79-05670-4,,107374-35-7760,107374-48551
54965,12/22/2193,989-28-79-13871-4,,107374-75-5800,107374-48552
54966,12/22/2193,989-28-79-05670-4,,107374-95-6308,107374-48553
54967,12/22/2193,989-28-79-13871-4,,107374-62-9825,107374-48554
54968,12/22/2193,989-28-79-82749-6,,107374-73-8022,107374-48555
54969,12/22/2193,989-28-79-69807-2,,107374-31-6202,107374-48556
54970,12/22/2193,989-28-79-13871-4,,107374-62-9824,107374-48557
54971,12/22/2193,989-28-79-82749-6,,107374-31-2562,107374-48558
54972,12/22/2193,989-28-79-82749-6,,107374-8-8577,107374-48559
54973,12/22/2193,989-28-79-82125-8,,107374-17-8786,107374-48560
54974,12/22/2193,989-28-79-05670-4,,107374-29-815,107374-48561
54975,12/22/2193,989-28-79-82749-6,,107374-8-8576,107374-48562
54976,12/22/2193,989-28-79-69807-2,,107374-75-1248,107374-48563
54977,12/22/2193,989-28-79-13871-4,0.13,107374-42-9657,107374-48564
54978,12/22/2193,989-28-79-82749-6,,107374-98-2235,107374-48565
54979,12/22/2193,989-28-79-69807-2,,107374-54-5054,107374-48566
54980,12/22/2193,989-28-79-82749-6,,107374-98-2234,107374-48567
54981,12/22/2193,989-28-79-05670-4,,107374-99-5161,107374-48568
54982,12/22/2193,989-28-79-05670-4,,107374-55-1750,107374-48569
54983,12/22/2193,989-28-79-69807-2,,107374-75-1247,107374-48570
54984,12/22/2193,989-28-79-13871-4,,107374-1-391,107374-48571
54985,12/22/2193,989-28-79-69807-2,,107374-31-6201,107374-48572
54986,12/22/2193,989-28-79-82749-6,,107374-11-1648,107374-48573
54987,12/22/2193,989-28-79-82125-8,,107374-17-8785,107374-48574
54988,12/22/2193,989-28-79-69807-2,,107374-70-9613,107374-48575
54989,12/22/2193,989-28-79-13871-4,,107374-75-5799,107374-48576
54990,12/22/2193,989-28-79-82125-8,,107374-98-7445,107374-48577
54991,12/22/2193,989-28-79-05670-4,,107374-89-1503,107374-48578
54992,12/22/2193,989-28-79-13871-4,,107374-61-4327,107374-48579
54993,12/22/2193,989-28-79-13871-4,,107374-93-5663,107374-48580
54994,12/22/2193,989-28-79-69807-2,,107374-21-870,107374-48581
54995,12/22/2193,989-28-79-82749-6,,107374-11-1647,107374-48582
54996,12/22/2193,989-28-79-69807-2,,107374-38-8512,107374-48583
54997,12/22/2193,989-28-79-69807-2,,107374-54-5053,107374-48584
54998,12/22/2193,989-28-79-82749-6,,107374-31-2561,107374-48585
54999,12/22/2193,989-28-79-05670-4,,107374-15-5000,107374-48586
55000,12/22/2193,989-28-79-69807-2,,107374-38-8511,107374-48587
55001,12/22/2193,989-28-79-13871-4,,107374-58-8153,107374-48588
55002,12/22/2193,989-28-79-13871-4,,107374-1-390,107374-48589
55003,12/22/2193,989-28-79-69807-2,,107374-58-7572,107374-48590
55004,12/22/2193,989-28-79-69807-2,,107374-21-869,107374-48591
55005,12/22/2193,989-28-79-82749-6,,107374-73-8021,107374-48592
55006,12/22/2193,989-28-79-82125-8,,107374-96-2380,107374-48593
55007,12/22/2193,989-28-79-05670-4,,107374-12-6230,107374-48594
55008,12/22/2193,989-28-79-13871-4,,107374-61-4326,107374-48595
55009,12/22/2193,989-28-79-69807-2,,107374-30-6643,107374-48596
55010,12/22/2193,989-28-654-6033-1,,107374-2-3663,107374-48597
55011,12/22/2193,989-28-654-5771-3,0.15,107374-1-5383,107374-48598
55012,12/22/2193,989-28-654-5771-3,0.15,107374-1-5382,107374-48600
55013,12/22/2193,989-28-654-5771-3,0.15,107374-1-5381,107374-48601
55014,12/22/2193,989-28-654-5771-3,0.15,107374-1-2386,107374-48604
55015,12/22/2193,989-28-229-3157-7,0.1,107374-11-3408,107374-48605
55016,12/22/2193,989-28-229-6632-6,,107374-3-953,107374-48606
55017,12/22/2193,989-28-229-9769-6,,107374-25-1478,107374-48607
55018,12/22/2193,989-28-229-6632-6,,107374-28-5806,107374-48608
55019,12/22/2193,989-28-229-1404-4,,107374-88-9560,107374-48609
55020,12/22/2193,989-28-229-3157-7,0.1,107374-42-2774,107374-48610
55021,12/22/2193,989-28-229-6632-6,,107374-34-9268,107374-48611
55022,12/22/2193,989-28-229-3157-7,0.1,107374-53-7599,107374-48612
55023,12/22/2193,989-28-229-1404-4,,107374-70-1379,107374-48613
55024,12/22/2193,989-28-229-6632-6,,107374-63-9091,107374-48614
55025,12/22/2193,989-28-229-7592-2,,107374-18-2334,107374-48615
55026,12/22/2193,989-28-229-6632-6,,107374-63-3095,107374-48616
55027,12/22/2193,989-28-229-1404-4,,107374-4-1702,107374-48617
55028,12/22/2193,989-28-229-1404-4,,107374-46-9482,107374-48618
55029,12/22/2193,989-28-229-6632-6,,107374-78-1391,107374-48619
55030,12/22/2193,989-28-229-9769-6,,107374-26-6816,107374-48620
55031,12/22/2193,989-28-229-6632-6,,107374-85-5063,107374-48621
55032,12/22/2193,989-28-229-1404-4,,107374-58-9821,107374-48622
55033,12/22/2193,989-28-229-5891-8,,107374-80-3600,107374-48623
55034,12/22/2193,989-28-229-1404-4,,107374-47-2041,107374-48624
55035,12/22/2193,989-28-229-3157-7,0.1,107374-26-3237,107374-48625
55036,12/22/2193,989-28-229-9769-6,,107374-83-9652,107374-48626
55037,12/22/2193,989-28-229-9769-6,,107374-66-2765,107374-48627
55038,12/22/2193,989-28-229-9769-6,,107374-12-8580,107374-48628
55039,12/22/2193,989-28-229-3157-7,0.1,107374-90-293,107374-48629
55040,12/22/2193,989-28-229-1404-4,,107374-79-5574,107374-48630
55041,12/22/2193,989-28-229-9769-6,,107374-45-8847,107374-48631
55042,12/22/2193,989-28-229-3157-7,0.1,107374-60-3225,107374-48632
55043,12/22/2193,989-28-229-7592-2,,107374-54-5403,107374-48633
55044,12/22/2193,989-28-229-5891-8,,107374-67-1209,107374-48634
55045,12/22/2193,989-28-229-1404-4,,107374-28-4830,107374-48635
55046,12/22/2193,989-28-229-1404-4,,107374-78-2253,107374-48636
55047,12/22/2193,989-28-229-7592-2,,107374-68-1118,107374-48637
55048,12/22/2193,989-28-229-7592-2,,107374-98-8711,107374-48638
55049,12/22/2193,989-28-229-0197-6,,107374-23-5145,107374-48639
55050,12/22/2193,989-28-229-9769-6,,107374-75-9857,107374-48640
55051,12/22/2193,989-28-229-1404-4,,107374-89-1279,107374-48641
55052,12/22/2193,989-28-229-7592-2,,107374-32-5014,107374-48642
55053,12/22/2193,989-28-79-74374-1,,107374-34-7090,107374-48643
55054,12/22/2193,989-28-79-91028-0,,107374-78-1648,107374-48644
55055,12/22/2193,989-28-79-43574-5,,107374-84-200,107374-48645
55056,12/22/2193,989-28-79-68089-3,0.05,107374-92-7523,107374-48646
55057,12/22/2193,989-28-79-74374-1,,107374-2-2369,107374-48647
55058,12/22/2193,989-28-79-74374-1,,107374-75-6650,107374-48648
55059,12/22/2193,989-28-79-26824-4,,107374-60-8565,107374-48649
55060,12/22/2193,989-28-79-23023-4,,107374-71-2517,107374-48650
55061,12/22/2193,989-28-79-13801-1,,107374-65-9498,107374-48651
55062,12/22/2193,989-28-79-23023-4,,107374-78-7772,107374-48652
55063,12/22/2193,989-28-79-74374-1,,107374-53-6605,107374-48653
55064,12/22/2193,989-28-79-13801-1,,107374-85-3199,107374-48654
55065,12/22/2193,989-28-79-26824-4,,107374-60-169,107374-48655
55066,12/22/2193,989-28-79-26824-4,,107374-78-9546,107374-48656
55067,12/22/2193,989-28-79-91028-0,,107374-50-1085,107374-48657
55068,12/22/2193,989-28-79-13801-1,,107374-92-2799,107374-48658
55069,12/22/2193,989-28-79-26824-4,,107374-9-8312,107374-48659
55070,12/22/2193,989-28-79-74374-1,0.13,107374-42-8977,107374-48660
55071,12/22/2193,989-28-79-23023-4,,107374-56-1728,107374-48661
55072,12/22/2193,989-28-79-13801-1,,107374-83-5795,107374-48662
55073,12/22/2193,989-28-79-13801-1,,107374-59-5850,107374-48663
55074,12/22/2193,989-28-79-23023-4,,107374-62-4460,107374-48664
55075,12/22/2193,989-28-79-68089-3,0.05,107374-26-6040,107374-48665
55076,12/22/2193,989-28-79-23023-4,,107374-79-9274,107374-48666
55077,12/22/2193,989-28-79-40897-8,,107374-17-4361,107374-48667
55078,12/22/2193,989-28-79-26824-4,,107374-34-14,107374-48668
55079,12/22/2193,989-28-79-74374-1,,107374-79-1745,107374-48669
55080,12/22/2193,989-28-79-51397-9,,107374-92-7355,107374-48671
55081,12/22/2193,989-28-79-26824-4,,107374-63-9627,107374-48672
55082,12/22/2193,989-28-79-55752-2,,107374-89-1900,107374-48673
55083,12/22/2193,989-28-79-23023-4,,107374-30-5565,107374-48674
55084,12/22/2193,989-28-79-91028-0,,107374-82-9309,107374-48675
55085,12/22/2193,989-28-79-23023-4,,107374-91-5309,107374-48676
55086,12/22/2193,989-28-79-13801-1,,107374-55-5601,107374-48677
55087,12/22/2193,989-28-79-68089-3,0.05,107374-99-6302,107374-48678
55088,12/22/2193,989-28-79-71565-6,,107374-20-4697,107374-48679
55089,12/22/2193,989-28-79-13801-1,,107374-69-8363,107374-48680
55090,12/22/2193,989-28-79-36485-4,,107374-85-6441,107374-48681
55091,12/22/2193,989-28-79-74374-1,,107374-87-846,107374-48682
55092,12/22/2193,989-28-79-74374-1,,107374-88-5394,107374-48683
55093,12/22/2193,989-28-79-23023-4,,107374-14-2047,107374-48684
55094,12/22/2193,989-28-79-74374-1,,107374-59-985,107374-48685
55095,12/22/2193,989-28-79-71565-6,,107374-3-6792,107374-48686
55096,12/22/2193,989-28-79-40897-8,,107374-91-9372,107374-48687
55097,12/22/2193,989-28-79-23023-4,,107374-94-4168,107374-48688
55098,12/22/2193,989-28-79-74374-1,,107374-65-8613,107374-48689
55099,12/22/2193,989-28-79-74374-1,,107374-21-7048,107374-48690
55100,12/22/2193,989-28-79-40897-8,,107374-84-3049,107374-48691
55101,12/22/2193,989-28-79-68089-3,0.05,107374-96-4036,107374-48692
55102,12/22/2193,989-28-79-13801-1,,107374-1-5000,107374-48693
55103,12/22/2193,989-28-79-40897-8,,107374-58-2318,107374-48694
55104,12/22/2193,989-28-79-74374-1,,107374-40-9648,107374-48695
55105,12/22/2193,989-28-79-68089-3,0.05,107374-53-6684,107374-48696
55106,12/22/2193,989-28-79-40897-8,,107374-1-9849,107374-48697
55107,12/22/2193,989-28-79-26824-4,,107374-26-7884,107374-48698
55108,12/22/2193,989-28-79-13801-1,,107374-39-8105,107374-48699
55109,12/22/2193,989-28-79-43574-5,,107374-20-403,107374-48700
55110,12/22/2193,989-28-79-68089-3,0.05,107374-68-6053,107374-48701
55111,12/22/2193,989-28-79-74374-1,,107374-24-7160,107374-48702
55112,12/22/2193,989-28-79-68089-3,0.05,107374-33-5183,107374-48703
55113,12/22/2193,989-28-79-26824-4,0.13,107374-42-4932,107374-48704
55114,12/22/2193,989-28-79-40897-8,,107374-52-1522,107374-48705
55115,12/22/2193,989-28-79-23023-4,,107374-92-1638,107374-48706
55116,12/22/2193,989-28-79-74374-1,,107374-18-5722,107374-48707
55117,12/22/2193,989-28-79-23023-4,,107374-24-796,107374-48708
55118,12/22/2193,989-28-79-51397-9,,107374-4-4613,107374-48709
