Sales_ID,Sale Date,ISBN,OrderID
43282,10/1/2193,989-28-229-1404-4,107292-38305
43283,10/1/2193,989-28-229-6632-6,107292-38306
43284,10/1/2193,989-28-229-9769-6,107292-38307
43285,10/1/2193,989-28-229-3157-7,107292-38308
43286,10/1/2193,989-28-229-6632-6,107292-38309
43287,10/1/2193,989-28-229-1404-4,107292-38310
43288,10/1/2193,989-28-229-6632-6,107292-38311
43289,10/1/2193,989-28-79-74374-1,107292-38312
43290,10/1/2193,989-28-79-55824-6,107292-38313
43291,10/1/2193,989-28-79-13801-1,107292-38314
43292,10/1/2193,989-28-79-74374-1,107292-38315
43293,10/1/2193,989-28-79-13801-1,107292-38316
43294,10/1/2193,989-28-79-68089-3,107292-38317
43295,10/1/2193,989-28-79-23023-4,107292-38319
43296,10/1/2193,989-28-79-23023-4,107292-38320
43297,10/1/2193,989-28-79-23023-4,107292-38321
43298,10/1/2193,989-28-79-51397-9,107292-38323
43299,10/1/2193,989-28-79-40897-8,107292-38324
43300,10/1/2193,989-28-79-23023-4,107292-38325
43301,10/1/2193,989-28-79-13801-1,107292-38326
43302,10/1/2193,989-28-3705-222-9,107292-38327
43303,10/1/2193,989-28-79-03683-6,107292-38328
43304,10/1/2193,989-28-3705-222-9,107292-38329
43305,10/1/2193,989-28-79-14379-4,107292-38330
43306,10/1/2193,989-28-3705-054-6,107292-38330
43307,10/1/2193,989-28-79-13871-4,107292-38331
43308,10/1/2193,989-28-3705-492-6,107292-38331
43309,10/1/2193,989-28-79-86624-2,107292-38332
43310,10/1/2193,989-28-79-13871-4,107292-38332
43311,10/1/2193,989-28-229-9769-6,107292-38333
43312,10/1/2193,989-28-79-13871-4,107292-38333
43313,10/1/2193,989-28-229-0197-6,107292-38334
43314,10/1/2193,989-28-79-13871-4,107292-38334
43315,10/1/2193,989-28-79-13801-1,107292-38335
43316,10/1/2193,989-28-79-13871-4,107292-38335
43317,10/1/2193,989-28-79-13801-1,107292-38336
43318,10/1/2193,989-28-79-23023-4,107292-38336
43319,10/1/2193,989-28-79-68531-7,107292-38337
43320,10/1/2193,989-28-229-9769-6,107292-38337
43321,10/1/2193,989-28-229-9769-6,107292-38338
43322,10/1/2193,989-28-79-26824-4,107292-38338
43323,10/1/2193,989-28-79-13871-4,107292-38339
43324,10/1/2193,989-28-79-26824-4,107292-38339
43325,10/1/2193,989-28-79-55752-2,107292-38339
43326,10/1/2193,989-28-79-68089-3,107292-38340
43327,10/1/2193,989-28-229-1404-4,107292-38340
43328,10/1/2193,989-28-79-03683-6,107292-38340
43329,10/1/2193,989-28-79-13801-1,107292-38340
43330,10/2/2193,989-28-3705-649-4,107293-38341
43331,10/2/2193,989-28-3705-007-2,107293-38342
43332,10/2/2193,989-28-3705-007-2,107293-38343
43333,10/2/2193,989-28-3705-007-2,107293-38344
43334,10/2/2193,989-28-3705-649-4,107293-38345
43335,10/2/2193,989-28-3705-007-2,107293-38346
43336,10/2/2193,989-28-3705-007-2,107293-38347
43337,10/2/2193,989-28-3705-136-9,107293-38348
43338,10/2/2193,989-28-79-45675-7,107293-38349
43339,10/2/2193,989-28-79-82197-5,107293-38350
43340,10/2/2193,989-28-79-45675-7,107293-38351
43341,10/2/2193,989-28-79-27078-0,107293-38352
43342,10/2/2193,989-28-79-64693-6,107293-38353
43343,10/2/2193,989-28-79-61125-5,107293-38354
43344,10/2/2193,989-28-79-45675-7,107293-38355
43345,10/2/2193,989-28-79-18127-7,107293-38356
43346,10/2/2193,989-28-79-11297-4,107293-38357
43347,10/2/2193,989-28-79-30536-9,107293-38358
43348,10/2/2193,989-28-654-5018-9,107293-38360
43349,10/2/2193,989-28-79-13871-4,107293-38361
43350,10/2/2193,989-28-79-05670-4,107293-38362
43351,10/2/2193,989-28-79-13871-4,107293-38363
43352,10/2/2193,989-28-79-69807-2,107293-38364
43353,10/2/2193,989-28-79-13871-4,107293-38365
43354,10/2/2193,989-28-79-22562-9,107293-38366
43355,10/2/2193,989-28-79-69807-2,107293-38367
43356,10/2/2193,989-28-79-69807-2,107293-38368
43357,10/2/2193,989-28-79-69807-2,107293-38369
43358,10/2/2193,989-28-79-05670-4,107293-38370
43359,10/2/2193,989-28-79-13871-4,107293-38371
43360,10/2/2193,989-28-79-69807-2,107293-38372
43361,10/2/2193,989-28-79-13871-4,107293-38373
43362,10/2/2193,989-28-654-6033-1,107293-38374
43363,10/2/2193,989-28-654-2620-7,107293-38375
43364,10/2/2193,989-28-229-0197-6,107293-38376
43365,10/2/2193,989-28-229-9769-6,107293-38377
43366,10/2/2193,989-28-229-0197-6,107293-38378
43367,10/2/2193,989-28-229-5891-8,107293-38379
43368,10/2/2193,989-28-229-5891-8,107293-38380
43369,10/2/2193,989-28-229-6632-6,107293-38381
43370,10/2/2193,989-28-229-6632-6,107293-38382
43371,10/2/2193,989-28-229-0197-6,107293-38383
43372,10/2/2193,989-28-229-7592-2,107293-38384
43373,10/2/2193,989-28-229-9769-6,107293-38385
43374,10/2/2193,989-28-229-5891-8,107293-38386
43375,10/2/2193,989-28-229-7592-2,107293-38387
43376,10/2/2193,989-28-229-5891-8,107293-38388
43377,10/2/2193,989-28-79-26824-4,107293-38389
43378,10/2/2193,989-28-79-71565-6,107293-38390
43379,10/2/2193,989-28-79-71565-6,107293-38391
43380,10/2/2193,989-28-79-13801-1,107293-38392
43381,10/2/2193,989-28-79-74374-1,107293-38393
43382,10/2/2193,989-28-79-55824-6,107293-38394
43383,10/2/2193,989-28-79-23023-4,107293-38395
43384,10/2/2193,989-28-79-13801-1,107293-38396
43385,10/2/2193,989-28-79-26824-4,107293-38397
43386,10/2/2193,989-28-79-74374-1,107293-38398
43387,10/2/2193,989-28-79-40897-8,107293-38399
43388,10/2/2193,989-28-79-74374-1,107293-38400
43389,10/2/2193,989-28-79-23023-4,107293-38401
43390,10/2/2193,989-28-79-26824-4,107293-38402
43391,10/2/2193,989-28-79-23023-4,107293-38403
43392,10/2/2193,989-28-79-71565-6,107293-38404
43393,10/2/2193,989-28-79-55824-6,107293-38405
43394,10/2/2193,989-28-3705-492-6,107293-38406
43395,10/2/2193,989-28-3705-222-9,107293-38407
43396,10/2/2193,989-28-3705-222-9,107293-38408
43397,10/2/2193,989-28-79-03683-6,107293-38409
43398,10/2/2193,989-28-3705-222-9,107293-38410
43399,10/2/2193,989-28-3705-205-2,107293-38411
43400,10/2/2193,989-28-3705-007-2,107293-38412
43401,10/2/2193,989-28-3705-136-9,107293-38412
43402,10/2/2193,989-28-229-3157-7,107293-38413
43403,10/2/2193,989-28-79-45675-7,107293-38413
43404,10/2/2193,989-28-79-13801-1,107293-38414
43405,10/2/2193,989-28-79-69807-2,107293-38414
43406,10/2/2193,989-28-79-71565-6,107293-38415
43407,10/2/2193,989-28-79-23023-4,107293-38415
43408,10/2/2193,989-28-79-23023-4,107293-38416
43409,10/2/2193,989-28-79-13801-1,107293-38416
43410,10/2/2193,989-28-3705-222-9,107293-38416
43411,10/2/2193,989-28-79-74374-1,107293-38416
43412,10/2/2193,989-28-79-23023-4,107293-38417
43413,10/2/2193,989-28-229-7592-2,107293-38417
43414,10/2/2193,989-28-3705-222-9,107293-38417
43415,10/2/2193,989-28-79-05670-4,107293-38418
43416,10/2/2193,989-28-3705-222-9,107293-38418
43417,10/2/2193,989-28-79-13871-4,107293-38418
43418,10/2/2193,989-28-79-87459-9,107310-38359
43419,10/3/2193,989-28-3705-007-2,107294-38419
43420,10/3/2193,989-28-3705-987-7,107294-38420
43421,10/3/2193,989-28-3705-987-7,107294-38421
43422,10/3/2193,989-28-3705-583-1,107294-38422
43423,10/3/2193,989-28-3705-007-2,107294-38423
43424,10/3/2193,989-28-3705-007-2,107294-38424
43425,10/3/2193,989-28-3705-007-2,107294-38425
43426,10/3/2193,989-28-3705-987-7,107294-38426
43427,10/3/2193,989-28-3705-007-2,107294-38427
43428,10/3/2193,989-28-3705-007-2,107294-38428
43429,10/3/2193,989-28-3705-987-7,107294-38429
43430,10/3/2193,989-28-79-11297-4,107294-38430
43431,10/3/2193,989-28-79-86624-2,107294-38431
43432,10/3/2193,989-28-79-61125-5,107294-38432
43433,10/3/2193,989-28-79-07610-8,107294-38433
43434,10/3/2193,989-28-79-01991-4,107294-38434
43435,10/3/2193,989-28-79-86624-2,107294-38435
43436,10/3/2193,989-28-79-11297-4,107294-38436
43437,10/3/2193,989-28-79-01991-4,107294-38437
43438,10/3/2193,989-28-79-05638-4,107294-38438
43439,10/3/2193,989-28-79-69807-2,107294-38439
43440,10/3/2193,989-28-79-69807-2,107294-38440
43441,10/3/2193,989-28-79-13871-4,107294-38441
43442,10/3/2193,989-28-79-69807-2,107294-38442
43443,10/3/2193,989-28-79-13871-4,107294-38443
43444,10/3/2193,989-28-79-69807-2,107294-38444
43445,10/3/2193,989-28-79-05670-4,107294-38445
43446,10/3/2193,989-28-79-69807-2,107294-38446
43447,10/3/2193,989-28-79-69807-2,107294-38447
43448,10/3/2193,989-28-79-13871-4,107294-38448
43449,10/3/2193,989-28-79-69807-2,107294-38449
43450,10/3/2193,989-28-79-69807-2,107294-38450
43451,10/3/2193,989-28-79-69807-2,107294-38451
43452,10/3/2193,989-28-79-05670-4,107294-38452
43453,10/3/2193,989-28-229-3157-7,107294-38453
43454,10/3/2193,989-28-229-3157-7,107294-38454
43455,10/3/2193,989-28-229-7592-2,107294-38455
43456,10/3/2193,989-28-229-7592-2,107294-38456
43457,10/3/2193,989-28-229-9769-6,107294-38457
43458,10/3/2193,989-28-229-9769-6,107294-38458
43459,10/3/2193,989-28-229-1404-4,107294-38459
43460,10/3/2193,989-28-229-1404-4,107294-38460
43461,10/3/2193,989-28-229-9769-6,107294-38461
43462,10/3/2193,989-28-79-74374-1,107294-38462
43463,10/3/2193,989-28-79-13801-1,107294-38463
43464,10/3/2193,989-28-79-13801-1,107294-38464
43465,10/3/2193,989-28-79-13801-1,107294-38465
43466,10/3/2193,989-28-79-13801-1,107294-38466
43467,10/3/2193,989-28-79-71565-6,107294-38467
43468,10/3/2193,989-28-79-26824-4,107294-38468
43469,10/3/2193,989-28-79-13801-1,107294-38469
43470,10/3/2193,989-28-79-91028-0,107294-38470
43471,10/3/2193,989-28-79-91028-0,107294-38471
43472,10/3/2193,989-28-79-40897-8,107294-38472
43473,10/3/2193,989-28-79-13801-1,107294-38473
43474,10/3/2193,989-28-79-74374-1,107294-38474
43475,10/3/2193,989-28-79-13801-1,107294-38475
43476,10/3/2193,989-28-79-68089-3,107294-38476
43477,10/3/2193,989-28-79-51397-9,107294-38477
43478,10/3/2193,989-28-79-74374-1,107294-38478
43479,10/3/2193,989-28-79-13801-1,107294-38479
43480,10/3/2193,989-28-79-91028-0,107294-38480
43481,10/3/2193,989-28-79-74374-1,107294-38481
43482,10/3/2193,989-28-3705-222-9,107294-38482
43483,10/3/2193,989-28-3705-222-9,107294-38483
43484,10/3/2193,989-28-3705-222-9,107294-38484
43485,10/3/2193,989-28-3705-222-9,107294-38485
43486,10/3/2193,989-28-79-13801-1,107294-38486
43487,10/3/2193,989-28-79-69807-2,107294-38486
43488,10/3/2193,989-28-79-32105-5,107294-38486
43489,10/3/2193,989-28-3705-007-2,107294-38486
43490,10/3/2193,989-28-79-74374-1,107294-38487
43491,10/3/2193,989-28-79-82197-5,107294-38487
43492,10/3/2193,989-28-79-40897-8,107294-38487
43493,10/3/2193,989-28-79-13871-4,107294-38488
43494,10/3/2193,989-28-79-82197-5,107294-38488
43495,10/3/2193,989-28-79-30536-9,107294-38489
43496,10/3/2193,989-28-79-03683-6,107294-38489
43497,10/4/2193,989-28-3705-007-2,107295-38490
43498,10/4/2193,989-28-3705-007-2,107295-38491
43499,10/4/2193,989-28-3705-987-7,107295-38492
43500,10/4/2193,989-28-3705-583-1,107295-38493
43501,10/4/2193,989-28-3705-007-2,107295-38494
43502,10/4/2193,989-28-3705-987-7,107295-38495
43503,10/4/2193,989-28-3705-007-2,107295-38496
43504,10/4/2193,989-28-3705-987-7,107295-38497
43505,10/4/2193,989-28-79-67891-3,107295-38498
43506,10/4/2193,989-28-79-22871-2,107295-38499
43507,10/4/2193,989-28-79-32105-5,107295-38500
43508,10/4/2193,989-28-79-45675-7,107295-38501
43509,10/4/2193,989-28-79-07610-8,107295-38502
43510,10/4/2193,989-28-79-45675-7,107295-38503
43511,10/4/2193,989-28-79-04510-4,107295-38504
43512,10/4/2193,989-28-79-11297-4,107295-38505
43513,10/4/2193,989-28-79-45675-7,107295-38506
43514,10/4/2193,989-28-79-82197-5,107295-38507
43515,10/4/2193,989-28-79-87459-9,107295-38508
43516,10/4/2193,989-28-79-01991-4,107295-38509
43517,10/4/2193,989-28-79-87459-9,107295-38510
43518,10/4/2193,989-28-79-21991-8,107295-38511
43519,10/4/2193,989-28-79-01991-4,107295-38513
43520,10/4/2193,989-28-654-2017-5,107295-38514
43521,10/4/2193,989-28-654-2017-5,107295-38515
43522,10/4/2193,989-28-79-05670-4,107295-38516
43523,10/4/2193,989-28-79-13871-4,107295-38517
43524,10/4/2193,989-28-79-69807-2,107295-38518
43525,10/4/2193,989-28-79-69807-2,107295-38519
43526,10/4/2193,989-28-79-82125-8,107295-38520
43527,10/4/2193,989-28-79-13871-4,107295-38521
43528,10/4/2193,989-28-79-82749-6,107295-38522
43529,10/4/2193,989-28-79-13871-4,107295-38523
43530,10/4/2193,989-28-79-69807-2,107295-38524
43531,10/4/2193,989-28-79-13871-4,107295-38525
43532,10/4/2193,989-28-79-69807-2,107295-38526
43533,10/4/2193,989-28-79-69807-2,107295-38527
43534,10/4/2193,989-28-79-82125-8,107295-38528
43535,10/4/2193,989-28-79-82125-8,107295-38529
43536,10/4/2193,989-28-79-05670-4,107295-38530
43537,10/4/2193,989-28-79-69807-2,107295-38531
43538,10/4/2193,989-28-79-69807-2,107295-38532
43539,10/4/2193,989-28-79-13871-4,107295-38533
43540,10/4/2193,989-28-79-05670-4,107295-38534
43541,10/4/2193,989-28-79-82749-6,107295-38535
43542,10/4/2193,989-28-79-69807-2,107295-38536
43543,10/4/2193,989-28-79-69807-2,107295-38537
43544,10/4/2193,989-28-79-69807-2,107295-38538
43545,10/4/2193,989-28-79-69807-2,107295-38539
43546,10/4/2193,989-28-654-6033-1,107295-38540
43547,10/4/2193,989-28-229-6632-6,107295-38541
43548,10/4/2193,989-28-229-9769-6,107295-38542
43549,10/4/2193,989-28-229-9769-6,107295-38543
43550,10/4/2193,989-28-229-7592-2,107295-38544
43551,10/4/2193,989-28-229-1404-4,107295-38545
43552,10/4/2193,989-28-229-3157-7,107295-38546
43553,10/4/2193,989-28-229-9769-6,107295-38547
43554,10/4/2193,989-28-229-9769-6,107295-38548
43555,10/4/2193,989-28-229-7592-2,107295-38549
43556,10/4/2193,989-28-229-1404-4,107295-38550
43557,10/4/2193,989-28-229-0197-6,107295-38551
43558,10/4/2193,989-28-229-6632-6,107295-38552
43559,10/4/2193,989-28-229-3157-7,107295-38553
43560,10/4/2193,989-28-229-6632-6,107295-38554
43561,10/4/2193,989-28-79-74374-1,107295-38555
43562,10/4/2193,989-28-79-23023-4,107295-38556
43563,10/4/2193,989-28-79-71565-6,107295-38557
43564,10/4/2193,989-28-79-13801-1,107295-38558
43565,10/4/2193,989-28-79-13801-1,107295-38559
43566,10/4/2193,989-28-79-13801-1,107295-38560
43567,10/4/2193,989-28-79-74374-1,107295-38561
43568,10/4/2193,989-28-79-74374-1,107295-38562
43569,10/4/2193,989-28-79-13801-1,107295-38563
43570,10/4/2193,989-28-79-13801-1,107295-38564
43571,10/4/2193,989-28-79-44730-4,107295-38565
43572,10/4/2193,989-28-79-74374-1,107295-38566
43573,10/4/2193,989-28-79-68089-3,107295-38567
43574,10/4/2193,989-28-79-91028-0,107295-38568
43575,10/4/2193,989-28-79-26824-4,107295-38569
43576,10/4/2193,989-28-79-74374-1,107295-38570
43577,10/4/2193,989-28-79-71565-6,107295-38571
43578,10/4/2193,989-28-79-91028-0,107295-38572
43579,10/4/2193,989-28-79-23023-4,107295-38573
43580,10/4/2193,989-28-79-74374-1,107295-38574
43581,10/4/2193,989-28-79-40897-8,107295-38575
43582,10/4/2193,989-28-79-74374-1,107295-38576
43583,10/4/2193,989-28-79-74374-1,107295-38577
43584,10/4/2193,989-28-79-68089-3,107295-38579
43585,10/4/2193,989-28-79-23023-4,107295-38580
43586,10/4/2193,989-28-79-23023-4,107295-38581
43587,10/4/2193,989-28-79-13801-1,107295-38582
43588,10/4/2193,989-28-79-13801-1,107295-38583
43589,10/4/2193,989-28-79-13801-1,107295-38584
43590,10/4/2193,989-28-79-13801-1,107295-38585
43591,10/4/2193,989-28-79-23023-4,107295-38586
43592,10/4/2193,989-28-79-68089-3,107295-38587
43593,10/4/2193,989-28-79-91028-0,107295-38588
43594,10/4/2193,989-28-79-71565-6,107295-38589
43595,10/4/2193,989-28-79-74374-1,107295-38590
43596,10/4/2193,989-28-79-26824-4,107295-38591
43597,10/4/2193,989-28-79-23023-4,107295-38592
43598,10/4/2193,989-28-3705-222-9,107295-38593
43599,10/4/2193,989-28-3705-222-9,107295-38594
43600,10/4/2193,989-28-3705-222-9,107295-38595
43601,10/4/2193,989-28-3705-222-9,107295-38596
43602,10/4/2193,989-28-3705-222-9,107295-38597
43603,10/4/2193,989-28-3705-222-9,107295-38598
43604,10/4/2193,989-28-79-23015-9,107295-38599
43605,10/4/2193,989-28-3705-222-9,107295-38600
43606,10/4/2193,989-28-3705-492-6,107295-38601
43607,10/4/2193,989-28-3705-222-9,107295-38602
43608,10/4/2193,989-28-79-14379-4,107295-38603
43609,10/4/2193,989-28-3705-987-7,107295-38604
43610,10/4/2193,989-28-79-45675-7,107295-38604
43611,10/4/2193,989-28-3705-987-7,107295-38605
43612,10/4/2193,989-28-229-7592-2,107295-38606
43613,10/4/2193,989-28-229-6632-6,107295-38606
43614,10/4/2193,989-28-79-23023-4,107295-38606
43615,10/4/2193,989-28-79-74374-1,107295-38606
43616,10/4/2193,989-28-3705-987-7,107295-38607
43617,10/4/2193,989-28-79-82125-8,107295-38607
43618,10/4/2193,989-28-79-13801-1,107295-38607
43619,10/4/2193,989-28-79-03683-6,107295-38608
43620,10/4/2193,989-28-3705-222-9,107295-38608
43621,10/4/2193,989-28-79-13801-1,107295-38609
43622,10/4/2193,989-28-3705-222-9,107295-38609
43623,10/4/2193,989-28-79-68089-3,107295-38610
43624,10/4/2193,989-28-79-13801-1,107295-38610
43625,10/4/2193,989-28-79-05670-4,107295-38611
43626,10/4/2193,989-28-79-69807-2,107295-38611
43627,10/4/2193,989-28-79-13871-4,107295-38611
43628,10/4/2193,989-28-79-87459-9,107322-38512
43629,10/5/2193,989-28-3705-007-2,107296-38612
43630,10/5/2193,989-28-3705-007-2,107296-38613
43631,10/5/2193,989-28-3705-152-9,107296-38614
43632,10/5/2193,989-28-3705-649-4,107296-38615
43633,10/5/2193,989-28-3705-007-2,107296-38616
43634,10/5/2193,989-28-3705-007-2,107296-38617
43635,10/5/2193,989-28-3705-007-2,107296-38618
43636,10/5/2193,989-28-3705-007-2,107296-38619
43637,10/5/2193,989-28-3705-007-2,107296-38620
43638,10/5/2193,989-28-3705-007-2,107296-38621
43639,10/5/2193,989-28-3705-007-2,107296-38622
43640,10/5/2193,989-28-3705-987-7,107296-38623
43641,10/5/2193,989-28-3705-007-2,107296-38624
43642,10/5/2193,989-28-3705-007-2,107296-38625
43643,10/5/2193,989-28-3705-007-2,107296-38626
43644,10/5/2193,989-28-3705-152-9,107296-38627
43645,10/5/2193,989-28-3705-138-3,107296-38628
43646,10/5/2193,989-28-3705-007-2,107296-38629
43647,10/5/2193,989-28-79-32105-5,107296-38630
43648,10/5/2193,989-28-79-01991-4,107296-38631
43649,10/5/2193,989-28-79-82197-5,107296-38632
43650,10/5/2193,989-28-79-45675-7,107296-38633
43651,10/5/2193,989-28-79-45675-7,107296-38634
43652,10/5/2193,989-28-79-45675-7,107296-38635
43653,10/5/2193,989-28-79-45675-7,107296-38636
43654,10/5/2193,989-28-79-45675-7,107296-38637
43655,10/5/2193,989-28-79-61125-5,107296-38638
43656,10/5/2193,989-28-79-01991-4,107296-38639
43657,10/5/2193,989-28-79-18127-7,107296-38640
43658,10/5/2193,989-28-79-45675-7,107296-38641
43659,10/5/2193,989-28-654-5018-9,107296-38642
43660,10/5/2193,989-28-654-0127-3,107296-38643
43661,10/5/2193,989-28-79-13871-4,107296-38644
43662,10/5/2193,989-28-79-69807-2,107296-38645
43663,10/5/2193,989-28-79-69807-2,107296-38646
43664,10/5/2193,989-28-79-82749-6,107296-38647
43665,10/5/2193,989-28-79-69807-2,107296-38648
43666,10/5/2193,989-28-79-69807-2,107296-38649
43667,10/5/2193,989-28-79-69807-2,107296-38650
43668,10/5/2193,989-28-79-13871-4,107296-38651
43669,10/5/2193,989-28-79-05670-4,107296-38652
43670,10/5/2193,989-28-79-69807-2,107296-38653
43671,10/5/2193,989-28-79-69807-2,107296-38654
43672,10/5/2193,989-28-79-69807-2,107296-38655
43673,10/5/2193,989-28-79-69807-2,107296-38656
43674,10/5/2193,989-28-79-13871-4,107296-38657
43675,10/5/2193,989-28-79-69807-2,107296-38658
43676,10/5/2193,989-28-79-69807-2,107296-38659
43677,10/5/2193,989-28-79-05670-4,107296-38660
43678,10/5/2193,989-28-79-82749-6,107296-38661
43679,10/5/2193,989-28-79-69807-2,107296-38662
43680,10/5/2193,989-28-79-69807-2,107296-38663
43681,10/5/2193,989-28-79-13871-4,107296-38664
43682,10/5/2193,989-28-79-13871-4,107296-38665
43683,10/5/2193,989-28-79-82749-6,107296-38666
43684,10/5/2193,989-28-79-69807-2,107296-38667
43685,10/5/2193,989-28-654-6033-1,107296-38668
43686,10/5/2193,989-28-229-6632-6,107296-38669
43687,10/5/2193,989-28-229-6632-6,107296-38670
43688,10/5/2193,989-28-229-3157-7,107296-38671
43689,10/5/2193,989-28-229-9769-6,107296-38672
43690,10/5/2193,989-28-229-7592-2,107296-38673
43691,10/5/2193,989-28-229-1404-4,107296-38674
43692,10/5/2193,989-28-229-1404-4,107296-38675
43693,10/5/2193,989-28-229-1404-4,107296-38676
43694,10/5/2193,989-28-229-5891-8,107296-38677
43695,10/5/2193,989-28-229-9769-6,107296-38678
43696,10/5/2193,989-28-229-7592-2,107296-38679
43697,10/5/2193,989-28-229-0197-6,107296-38680
43698,10/5/2193,989-28-229-7592-2,107296-38681
43699,10/5/2193,989-28-229-7592-2,107296-38682
43700,10/5/2193,989-28-79-74374-1,107296-38683
43701,10/5/2193,989-28-79-26824-4,107296-38684
43702,10/5/2193,989-28-79-68089-3,107296-38686
43703,10/5/2193,989-28-79-13801-1,107296-38687
43704,10/5/2193,989-28-79-74374-1,107296-38688
43705,10/5/2193,989-28-79-71565-6,107296-38689
43706,10/5/2193,989-28-79-40897-8,107296-38690
43707,10/5/2193,989-28-79-23023-4,107296-38691
43708,10/5/2193,989-28-79-55752-2,107296-38692
43709,10/5/2193,989-28-79-91028-0,107296-38693
43710,10/5/2193,989-28-79-23023-4,107296-38694
43711,10/5/2193,989-28-79-23023-4,107296-38695
43712,10/5/2193,989-28-79-13801-1,107296-38696
43713,10/5/2193,989-28-79-13801-1,107296-38697
43714,10/5/2193,989-28-79-13801-1,107296-38698
43715,10/5/2193,989-28-79-74374-1,107296-38699
43716,10/5/2193,989-28-79-13801-1,107296-38700
43717,10/5/2193,989-28-79-91028-0,107296-38701
43718,10/5/2193,989-28-79-74374-1,107296-38702
43719,10/5/2193,989-28-79-26824-4,107296-38703
43720,10/5/2193,989-28-79-26824-4,107296-38704
43721,10/5/2193,989-28-79-74374-1,107296-38705
43722,10/5/2193,989-28-79-74374-1,107296-38706
43723,10/5/2193,989-28-79-13801-1,107296-38707
43724,10/5/2193,989-28-79-13801-1,107296-38708
43725,10/5/2193,989-28-79-13801-1,107296-38709
43726,10/5/2193,989-28-79-13801-1,107296-38710
43727,10/5/2193,989-28-79-74374-1,107296-38712
43728,10/5/2193,989-28-79-23023-4,107296-38713
43729,10/5/2193,989-28-79-26824-4,107296-38714
43730,10/5/2193,989-28-79-74374-1,107296-38715
43731,10/5/2193,989-28-79-74374-1,107296-38716
43732,10/5/2193,989-28-79-71565-6,107296-38717
43733,10/5/2193,989-28-79-23023-4,107296-38718
43734,10/5/2193,989-28-79-13801-1,107296-38719
43735,10/5/2193,989-28-79-74374-1,107296-38720
43736,10/5/2193,989-28-79-23023-4,107296-38721
43737,10/5/2193,989-28-79-91028-0,107296-38722
43738,10/5/2193,989-28-79-13801-1,107296-38723
43739,10/5/2193,989-28-79-74374-1,107296-38724
43740,10/5/2193,989-28-79-68089-3,107296-38725
43741,10/5/2193,989-28-79-55752-2,107296-38726
43742,10/5/2193,989-28-79-91028-0,107296-38727
43743,10/5/2193,989-28-79-13801-1,107296-38728
43744,10/5/2193,989-28-79-74374-1,107296-38729
43745,10/5/2193,989-28-79-13801-1,107296-38730
43746,10/5/2193,989-28-79-91028-0,107296-38731
43747,10/5/2193,989-28-79-40897-8,107296-38732
43748,10/5/2193,989-28-79-16533-8,107296-38733
43749,10/5/2193,989-28-79-23023-4,107296-38734
43750,10/5/2193,989-28-79-23023-4,107296-38735
43751,10/5/2193,989-28-79-74374-1,107296-38736
43752,10/5/2193,989-28-79-71565-6,107296-38737
43753,10/5/2193,989-28-79-26824-4,107296-38738
43754,10/5/2193,989-28-79-13801-1,107296-38739
43755,10/5/2193,989-28-79-26824-4,107296-38740
43756,10/5/2193,989-28-79-71565-6,107296-38741
43757,10/5/2193,989-28-79-26824-4,107296-38742
43758,10/5/2193,989-28-79-74374-1,107296-38743
43759,10/5/2193,989-28-79-23023-4,107296-38744
43760,10/5/2193,989-28-79-13801-1,107296-38745
43761,10/5/2193,989-28-3705-492-6,107296-38746
43762,10/5/2193,989-28-3705-222-9,107296-38747
43763,10/5/2193,989-28-3705-492-6,107296-38748
43764,10/5/2193,989-28-3705-607-4,107296-38749
43765,10/5/2193,989-28-3705-492-6,107296-38750
43766,10/5/2193,989-28-3705-222-9,107296-38751
43767,10/5/2193,989-28-3705-222-9,107296-38752
43768,10/5/2193,989-28-3705-222-9,107296-38753
43769,10/5/2193,989-28-3705-492-6,107296-38754
43770,10/5/2193,989-28-3705-222-9,107296-38755
43771,10/5/2193,989-28-3705-492-6,107296-38756
43772,10/5/2193,989-28-3705-222-9,107296-38757
43773,10/5/2193,989-28-79-13801-1,107296-38758
43774,10/5/2193,989-28-3705-775-0,107296-38759
43775,10/5/2193,989-28-3705-007-2,107296-38759
43776,10/5/2193,989-28-654-0127-3,107296-38760
43777,10/5/2193,989-28-79-11297-4,107296-38760
43778,10/5/2193,989-28-3705-007-2,107296-38761
43779,10/5/2193,989-28-79-32105-5,107296-38761
43780,10/5/2193,989-28-79-82749-6,107296-38762
43781,10/5/2193,989-28-79-32105-5,107296-38762
43782,10/5/2193,989-28-79-69807-2,107296-38763
43783,10/5/2193,989-28-229-5891-8,107296-38763
43784,10/5/2193,989-28-229-1404-4,107296-38764
43785,10/5/2193,989-28-79-13801-1,107296-38764
43786,10/5/2193,989-28-79-74374-1,107296-38765
43787,10/5/2193,989-28-79-55752-2,107296-38765
43788,10/5/2193,989-28-79-68089-3,107296-38766
43789,10/5/2193,989-28-79-74374-1,107296-38766
43790,10/5/2193,989-28-79-68089-3,107296-38767
43791,10/5/2193,989-28-79-13801-1,107296-38767
43792,10/5/2193,989-28-79-91028-0,107296-38768
43793,10/5/2193,989-28-79-36485-4,107296-38768
43794,10/5/2193,989-28-79-26824-4,107296-38769
43795,10/5/2193,989-28-79-71565-6,107296-38769
43796,10/5/2193,989-28-79-74374-1,107296-38770
43797,10/5/2193,989-28-3705-222-9,107296-38770
43798,10/5/2193,989-28-79-13871-4,107296-38771
